25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100
0, 0, 0, 0, 0, 43.0215, 96.7414, 145.858, 188.276, 231.951, 284.276, 330.741, 376.648, 425.904, 472.46, 530.395
0, 0, 0, 0, 8.00297, 53.7657, 97.4394, 146.136, 193.299, 235.718, 282.602, 326.834, 378.044, 422.974, 471.806, 530.395
0, 0, 0, 0, 0.357071, 50.4174, 93.1135, 141.253, 191.904, 236.555, 282.183, 326.974, 375.253, 422.695, 473.606, 530.395
0, 0, 0, 0, 6.88912, 50.6954, 93.532, 146.416, 187.997, 235.439, 281.067, 325.579, 375.811, 420.742, 473.278, 530.395
0, 0, 0, 0, 0, 52.6491, 101.625, 143.765, 191.486, 236.416, 285.253, 331.02, 375.113, 421.439, 471.317, 530.395
0, 0, 0, 0, 0.806226, 50.6954, 96.3224, 143.346, 194.834, 238.927, 287.346, 329.625, 375.253, 419.625, 472.951, 530.395
0, 0, 0, 0, 4.51968, 49.022, 102.323, 144.462, 190.23, 239.904, 278.974, 327.672, 375.672, 422.137, 473.934, 530.395
0, 0, 0, 0, 4.51968, 53.0683, 90.6027, 141.393, 191.765, 236.276, 284.137, 329.625, 378.602, 422.835, 470.665, 530.395
0, 0, 0, 0, 0.458258, 44.2774, 99.8116, 143.625, 191.765, 230.834, 281.765, 331.16, 374.555, 421.997, 474.262, 530.395
0, 0, 0, 0, 2.57682, 46.3701, 98.1369, 141.532, 191.904, 230.974, 286.37, 331.3, 374.974, 423.951, 471.97, 530.395
